200 50 0.498006 -44 0.198094 0.258666 0.136899 -0.237481 0.099017 0.291023 0.122197 -0.261176 0.092518 0
210 50 0.499333 -45 0.206153 0.276976 0.123134 -0.226572 0.071624 0.291023 0.122197 -0.261176 0.092518 0
220 49 0.502908 -45 0.208682 0.317633 0.124781 -0.215341 0.087891 0.291023 0.122197 -0.261176 0.092518 0
230 49 0.478141 -45 0.197153 0.299357 0.130983 -0.237380 0.086968 0.291023 0.122197 -0.261176 0.092518 0
240 -44 0.197063 -45 0.202186 0.303402 0.160998 -0.248596 0.090097 0.291023 0.122197 -0.261176 0.092518 0
250 -43 0.200750 -44 0.215781 0.310481 0.130920 -0.248825 0.077142 0.291023 0.122197 -0.261176 0.092518 0
260 -44 0.209564 -42 0.215787 0.316933 0.139445 -0.244622 0.078212 0.291023 0.122197 -0.261176 0.092518 0
270 -46 0.203570 -42 0.201246 0.308929 0.126862 -0.239147 0.086593 0.291023 0.122197 -0.261176 0.092518 0
280 -45 0.198924 -43 0.193489 0.318197 0.123402 -0.238958 0.091474 0.291023 0.122197 -0.261176 0.092518 0
290 -43 0.212133 -42 0.193231 0.304563 0.115502 -0.255208 0.067721 0.291023 0.122197 -0.261176 0.092518 0
300 -43 0.218051 -42 0.188889 0.298912 0.151284 -0.246786 0.086506 0.291023 0.122197 -0.261176 0.092518 0
310 -43 0.204847 -42 0.180093 0.321375 0.142490 -0.230719 0.088490 0.291023 0.122197 -0.261176 0.092518 0
320 -43 0.194751 -43 0.174672 0.305821 0.148325 -0.236060 0.083260 0.291023 0.122197 -0.261176 0.092518 0
330 -42 0.192681 -43 0.171771 0.309957 0.131214 -0.243484 0.089701 0.291023 0.122197 -0.261176 0.092518 0
340 -43 0.189894 -43 0.162777 0.314468 0.125382 -0.246668 0.087348 0.291023 0.122197 -0.261176 0.092518 0
350 -43 0.182846 -43 0.162731 0.295154 0.143742 -0.249600 0.086860 0.291023 0.122197 -0.261176 0.092518 0
360 41 0.255906 -43 0.165443 0.284076 0.131661 -0.266190 0.082515 0.291023 0.122197 -0.261176 0.092518 0
