200 -42 0.048576 -41 0.048601 0.310614 0.092344 -0.310518 0.076736 0.238870 0.103447 -0.225863 0.083695 0
210 -42 0.050801 -41 0.040024 0.311047 0.105405 -0.309838 0.090101 0.238870 0.103447 -0.225863 0.083695 0
220 -41 0.040159 -41 0.020202 0.297774 0.092560 -0.294386 0.073111 0.238870 0.103447 -0.225863 0.083695 0
230 -40 0.041886 -40 0.011456 0.307786 0.091310 -0.296377 0.077041 0.238870 0.103447 -0.225863 0.083695 0
240 -41 0.048456 -41 0.022028 0.311344 0.089127 -0.297863 0.078096 0.238870 0.103447 -0.225863 0.083695 0
250 -41 0.041275 -41 0.040249 0.294877 0.090590 -0.279946 0.081501 0.238870 0.103447 -0.225863 0.083695 0
260 -42 0.022780 -41 0.023113 0.288203 0.090582 -0.301254 0.069536 0.238870 0.103447 -0.225863 0.083695 0
270 -41 0.011826 -18 0.045051 0.303385 0.092776 -0.281194 0.085793 0.238870 0.103447 -0.225863 0.083695 0
280 -40 0.019483 -15 0.044108 0.321710 0.095466 -0.285000 0.081361 0.238870 0.103447 -0.225863 0.083695 0
290 -16 0.050760 -14 0.021282 0.300385 0.084240 -0.280466 0.074541 0.238870 0.103447 -0.225863 0.083695 0
300 -16 0.029879 -14 0.038296 0.313794 0.088726 -0.290831 0.081848 0.238870 0.103447 -0.225863 0.083695 0
310 -13 0.027903 -15 0.060204 0.280585 0.092110 -0.281110 0.073232 0.238870 0.103447 -0.225863 0.083695 0
320 -13 0.056071 -16 0.102798 0.286966 0.075320 -0.266613 0.081767 0.238870 0.103447 -0.225863 0.083695 0
330 -14 0.076424 -14 0.104559 0.298425 0.097332 -0.275907 0.079365 0.238870 0.103447 -0.225863 0.083695 0
340 -15 0.113017 -13 0.096725 0.278235 0.090534 -0.252952 0.071217 0.238870 0.103447 -0.225863 0.083695 0
350 -14 0.094476 -12 0.083755 0.279288 0.081543 -0.254400 0.073861 0.238870 0.103447 -0.225863 0.083695 0
360 -13 0.094209 -12 0.040195 0.294081 0.093318 -0.253987 0.085771 0.238870 0.103447 -0.225863 0.083695 0
370 -13 0.049895 -12 0.023488 0.301191 0.089711 -0.248375 0.069370 0.238870 0.103447 -0.225863 0.083695 0
380 -12 0.025649 -12 0.010969 0.281610 0.097375 -0.269590 0.067978 0.238870 0.103447 -0.225863 0.083695 0
390 -12 0.012262 -13 0.003361 0.270923 0.093382 -0.261136 0.068690 0.238870 0.103447 -0.225863 0.083695 0
400 -13 0.009315 -15 -0.009964 0.276522 0.092631 -0.248744 0.065245 0.238870 0.103447 -0.225863 0.083695 0
410 -14 -0.017952 -15 -0.000604 0.273578 0.078570 -0.243304 0.069967 0.238870 0.103447 -0.225863 0.083695 0
420 -15 -0.000784 -16 0.002798 0.267209 0.089122 -0.239021 0.073147 0.238870 0.103447 -0.225863 0.083695 0
430 -15 -0.001030 -14 0.025044 0.267749 0.082565 -0.240819 0.070785 0.238870 0.103447 -0.225863 0.083695 0
440 -13 0.015630 -15 0.027591 0.251696 0.086726 -0.254166 0.067353 0.238870 0.103447 -0.225863 0.083695 0
450 -13 0.022831 -15 0.025504 0.253977 0.080465 -0.246585 0.082687 0.238870 0.103447 -0.225863 0.083695 0
460 -16 0.030384 -17 0.031821 0.256338 0.078577 -0.239293 0.074104 0.238870 0.103447 -0.225863 0.083695 0
470 -16 0.023250 -19 0.028168 0.269581 0.086225 -0.233014 0.073469 0.238870 0.103447 -0.225863 0.083695 0
480 11 0.001649 39 0.149591 0.250582 0.096409 -0.255559 0.077369 0.238870 0.103447 -0.225863 0.083695 0
490 11 0.003576 10 0.000800 0.276309 0.089331 -0.238840 0.069668 0.238870 0.103447 -0.225863 0.083695 0
500 12 0.017359 11 0.002246 0.264397 0.082131 -0.249535 0.073899 0.238870 0.103447 -0.225863 0.083695 0
510 10 0.040806 42 0.143102 0.263692 0.091483 -0.235600 0.075103 0.238870 0.103447 -0.225863 0.083695 0
520 39 0.187537 -41 0.096259 0.266277 0.093673 -0.238762 0.073777 0.238870 0.103447 -0.225863 0.083695 0
530 39 0.189132 -41 0.093371 0.265889 0.104123 -0.251268 0.082768 0.238870 0.103447 -0.225863 0.083695 0
540 38 0.191135 -41 0.098054 0.262126 0.096752 -0.246964 0.079122 0.238870 0.103447 -0.225863 0.083695 0
