200 36 0.163392 13 0.114545 0.333528 0.157666 -0.308819 0.124541 0.258989 0.186183 -0.251535 0.174076 0
210 35 0.170808 16 0.122601 0.329494 0.174757 -0.314138 0.124885 0.258989 0.186183 -0.251535 0.174076 0
220 36 0.191429 30 0.134275 0.353887 0.161172 -0.313786 0.126316 0.258989 0.186183 -0.251535 0.174076 0
230 36 0.224232 35 0.161618 0.334933 0.175496 -0.322434 0.119817 0.258989 0.186183 -0.251535 0.174076 0
240 38 0.243635 35 0.166145 0.352400 0.187683 -0.323074 0.143996 0.258989 0.186183 -0.251535 0.174076 0
250 36 0.268615 34 0.178691 0.380059 0.164429 -0.335435 0.157823 0.258989 0.186183 -0.251535 0.174076 0
260 36 0.325556 34 0.209424 0.352042 0.166279 -0.329623 0.135471 0.258989 0.186183 -0.251535 0.174076 0
270 35 0.333077 5 0.205827 0.377160 0.171399 -0.340148 0.153802 0.258989 0.186183 -0.251535 0.174076 0
280 5 0.237301 5 0.234364 0.382672 0.163990 -0.327236 0.163227 0.258989 0.186183 -0.251535 0.174076 0
290 3 0.234152 34 0.296616 0.375371 0.165693 -0.347340 0.146366 0.258989 0.186183 -0.251535 0.174076 0
300 3 0.248733 2 0.248867 0.344922 0.180088 -0.346848 0.161256 0.258989 0.186183 -0.251535 0.174076 0
310 2 0.225281 3 0.235488 0.365978 0.200963 -0.337725 0.174621 0.258989 0.186183 -0.251535 0.174076 0
320 0 0.166841 35 0.283704 0.377126 0.177551 -0.335297 0.164655 0.258989 0.186183 -0.251535 0.174076 0
330 0 0.144937 -1 0.145713 0.364265 0.178879 -0.332993 0.177033 0.258989 0.186183 -0.251535 0.174076 0
340 0 0.145361 1 0.146661 0.408508 0.162991 -0.346797 0.168414 0.258989 0.186183 -0.251535 0.174076 0
350 1 0.144601 1 0.144099 0.368762 0.171750 -0.358010 0.165985 0.258989 0.186183 -0.251535 0.174076 0
360 0 0.124159 0 0.124159 0.349145 0.163294 -0.377206 0.163552 0.258989 0.186183 -0.251535 0.174076 0
370 -1 0.158181 -2 0.167653 0.357868 0.178604 -0.374317 0.174391 0.258989 0.186183 -0.251535 0.174076 0
380 -1 0.184820 -1 0.184264 0.359319 0.165199 -0.373793 0.167048 0.258989 0.186183 -0.251535 0.174076 0
390 -1 0.184555 -1 0.183781 0.351386 0.163685 -0.365730 0.165023 0.258989 0.186183 -0.251535 0.174076 0
400 -3 0.144594 -3 0.140531 0.355498 0.158214 -0.372541 0.155408 0.258989 0.186183 -0.251535 0.174076 0
410 -3 0.146268 -3 0.144632 0.350593 0.162364 -0.329592 0.161175 0.258989 0.186183 -0.251535 0.174076 0
420 -3 0.137565 -3 0.137744 0.360347 0.146123 -0.334169 0.152748 0.258989 0.186183 -0.251535 0.174076 0
